neutral hinglish sentence,context,social_context,Possible Slangs,Slang Location,Multiple positions allowed?,Control tokens,function,output sentence
Office mein bahut kaam hai,Work,Peer / Angry,abe,START,Yes,[ASSERT_ANXIETY],filler,"Abe, Office mein bahut kaam hai"
Mujhe samajh nahi aa raha,Confusion,Peer / Tired,panga,MIDDLE,Yes,[ASSERT_NEGATIVE],idiom,Mujhe samajh panga nahi aa raha
Mujhe nind aa rahi hai,Personal,Friend / Normal,sun,END,Yes,[ASSERT_NEUTRAL],discourse_marker,Mujhe nind aa rahi hai sun
Thand badh gayi hai,Weather,Colleague / Neutral,bhai,MIDDLE,Yes,[ASSERT_NEUTRAL],filler,Thand badh bhai gayi hai
Party bahut mazedaar thi,Party,Friend / Excited,mast,MIDDLE,Yes,[ASSERT_POSITIVE],positive_eval,Party bahut mast mazedaar thi
Assignment bahut lamba hai,Academics,Friend / Anxious,kabaada,MIDDLE,Yes,[ASSERT_ANXIETY],negative_eval,Assignment bahut kabaada lamba hai
Mausam aaj bahut achha hai,Weather,Casual / Joyful,scene set,MIDDLE,Yes,[ASSERT_HAPPY],idiom,Mausam aaj scene set bahut achha hai
Internet ki speed slow hai,Tech Issue,Colleague / Annoyed,watt lag gayi,END,Yes,[ASSERT_NEGATIVE],idiom,Internet ki speed slow hai watt lag gayi
Mujhe akele rehna pasand hai,Personal,Casual / Calm,yaar,"START, END",No,[INFO_STATEMENT],filler,"Yaar, Mujhe akele rehna pasand hai yaar"
Mujhe samajh nahi aa raha,Confusion,Peer / Angry,abe,START,Yes,[ASSERT_STRESS],filler,"Abe, Mujhe samajh nahi aa raha"
Khana bahut swadisht hai,Food,Colleague / Excited,scene,MIDDLE,Yes,[ASSERT_POSITIVE],filler,Khana bahut scene swadisht hai
Khana bahut swadisht hai,Food,Peer / Happy,kaint,START,Yes,[ASSERT_HAPPY],positive_eval,"Kaint, Khana bahut swadisht hai"
Naya update install kar liya,Tech,Casual / Calm,guru,"START, END",No,[REQUEST_NEUTRAL],filler,"Guru, Naya update install kar liya guru"
Mujhe samajh nahi aa raha,Confusion,Peer / Serious,scene,"START, END",No,[ASSERT_ANXIETY],filler,"Scene, Mujhe samajh nahi aa raha scene"
Thand badh gayi hai,Weather,Colleague / Neutral,scene,START,Yes,[REQUEST_NEUTRAL],filler,"Scene, Thand badh gayi hai"
Mujhe akele rehna pasand hai,Personal,Peer / Casual,bhai,END,Yes,[ASSERT_CONFUSION],filler,Mujhe akele rehna pasand hai bhai
Exams paas aa rahe hain,Academics,Casual / Frustrated,theek hai,MIDDLE,Yes,[ASSERT_ANXIETY],filler,Exams paas theek hai aa rahe hain
Paise khatam ho gaye,Finance,Friend / Anxious,bhasad,MIDDLE,Yes,[ASSERT_ANXIETY],idiom,Paise khatam bhasad ho gaye
Body mein pain ho raha hai,Health,Peer / Angry,theek hai,"START, END",No,[ASSERT_NEGATIVE],filler,"Theek hai, Body mein pain ho raha hai theek hai"
Manager gusse mein tha,Work,Casual / Frustrated,load,MIDDLE,Yes,[ASSERT_ANXIETY],idiom,Manager gusse load mein tha
Aaj ka din bahut lamba tha,Daily life,Peer / Tired,bro,"START, END",No,[ASSERT_FRUSTRATION],filler,"Bro, Aaj ka din bahut lamba tha bro"
Result bahut badiya aaya,Academics,Peer / Casual,solid,MIDDLE,Yes,[ASSERT_HAPPY],positive_eval,Result bahut solid badiya aaya
System crash ho gaya,Tech Issue,Peer / Angry,panga,END,Yes,[ASSERT_FRUSTRATION],idiom,System crash ho gaya panga
Mausam aaj bahut achha hai,Weather,Peer / Casual,bhai,MIDDLE,Yes,[ASSERT_POSITIVE],filler,Mausam aaj bhai bahut achha hai
Pizza bahut tasty tha,Food,Peer / Happy,jhakaas,"START, END",No,[ASSERT_HAPPY],positive_eval,"Jhakaas, Pizza bahut tasty tha jhakaas"
Dost ke sath ghoomne jana hai,Outing,Friend / Excited,abe,END,Yes,[ASSERT_POSITIVE],filler,Dost ke sath ghoomne jana hai abe
Market mein bahut bheed thi,Shopping,Peer / Serious,jhand,"START, END",No,[ASSERT_SADNESS],negative_eval,"Jhand, Market mein bahut bheed thi jhand"
Gym jana shuru kiya hai,Fitness,Peer / Happy,kadak,"START, END",No,[ASSERT_HAPPY],positive_eval,"Kadak, Gym jana shuru kiya hai kadak"
Manager gusse mein tha,Work,Colleague / Annoyed,yaar,"START, END",No,[ASSERT_FRUSTRATION],filler,"Yaar, Manager gusse mein tha yaar"
Subah jaldi uthna pada,Daily life,Peer / Angry,bekaar,"START, END",No,[ASSERT_STRESS],negative_eval,"Bekaar, Subah jaldi uthna pada bekaar"
Class cancel ho gayi,Academics,Colleague / Excited,abe,"START, END",No,[ASSERT_EXCITED],filler,"Abe, Class cancel ho gayi abe"
Internet ki speed slow hai,Tech Issue,Colleague / Annoyed,kabaada,MIDDLE,Yes,[ASSERT_NEGATIVE],negative_eval,Internet ki kabaada speed slow hai
Nayi web series start ki,Entertainment,Friend / Normal,bhai,END,Yes,[ASSERT_NEUTRAL],filler,Nayi web series start ki bhai
Mujhe samajh nahi aa raha,Confusion,Peer / Tired,sun,START,Yes,[ASSERT_ANXIETY],discourse_marker,"Sun, Mujhe samajh nahi aa raha"
Project deadline pass aa rahi hai,Work,Peer / Serious,scene,START,Yes,[ASSERT_FRUSTRATION],filler,"Scene, Project deadline pass aa rahi hai"
Mujhe naya phone lena hai,Shopping,Friend / Normal,theek hai,"START, END",No,[ASSERT_CONFUSION],filler,"Theek hai, Mujhe naya phone lena hai theek hai"
Coffee bahut strong hai,Food,Friend / Excited,solid,"START, END",No,[ASSERT_POSITIVE],positive_eval,"Solid, Coffee bahut strong hai solid"
Coffee bahut strong hai,Food,Casual / Joyful,sun,START,Yes,[ASSERT_POSITIVE],discourse_marker,"Sun, Coffee bahut strong hai"
Body mein pain ho raha hai,Health,Casual / Frustrated,panga,START,Yes,[ASSERT_FRUSTRATION],idiom,"Panga, Body mein pain ho raha hai"
Paise khatam ho gaye,Finance,Colleague / Annoyed,siyappa,"START, END",No,[ASSERT_STRESS],idiom,"Siyappa, Paise khatam ho gaye siyappa"
Pizza bahut tasty tha,Food,Colleague / Excited,chal,START,Yes,[ASSERT_EXCITED],discourse_marker,"Chal, Pizza bahut tasty tha"
Class cancel ho gayi,Academics,Peer / Happy,boss,START,Yes,[ASSERT_EXCITED],filler,"Boss, Class cancel ho gayi"
Laptop ki battery khatam ho gayi,Tech,Colleague / Annoyed,bekaar,END,Yes,[ASSERT_STRESS],negative_eval,Laptop ki battery khatam ho gayi bekaar
Bonus mil gaya aaj,Finance,Friend / Excited,theek hai,MIDDLE,Yes,[ASSERT_HAPPY],filler,Bonus mil theek hai gaya aaj
Traffic jam bahut lamba tha,Commute,Peer / Serious,panga,MIDDLE,Yes,[ASSERT_STRESS],idiom,Traffic jam panga bahut lamba tha
Laptop ki battery khatam ho gayi,Tech,Peer / Angry,panga,START,Yes,[ASSERT_SADNESS],idiom,"Panga, Laptop ki battery khatam ho gayi"
Mujhe yeh movie pasand aayi,Entertainment,Peer / Casual,theek hai,MIDDLE,Yes,[ASSERT_HAPPY],filler,Mujhe yeh theek hai movie pasand aayi
Mujhe nind aa rahi hai,Personal,Friend / Normal,abe,START,Yes,[REQUEST_NEUTRAL],filler,"Abe, Mujhe nind aa rahi hai"
Pizza bahut tasty tha,Food,Peer / Happy,guru,END,Yes,[ASSERT_HAPPY],filler,Pizza bahut tasty tha guru
Baarish shuru ho gayi,Weather,Colleague / Neutral,bhai,END,Yes,[ASSERT_NEUTRAL],filler,Baarish shuru ho gayi bhai
Party bahut mazedaar thi,Party,Colleague / Excited,bawaal,END,Yes,[ASSERT_POSITIVE],positive_eval,Party bahut mazedaar thi bawaal
Kal meri chhutti hai,Work,Peer / Happy,sun,MIDDLE,Yes,[ASSERT_POSITIVE],discourse_marker,Kal meri sun chhutti hai
Aaj presentation achhi gayi,Work,Peer / Casual,chal,END,Yes,[ASSERT_EXCITED],discourse_marker,Aaj presentation achhi gayi chal
Nayi web series start ki,Entertainment,Friend / Normal,theek hai,MIDDLE,Yes,[ASSERT_NEUTRAL],filler,Nayi web theek hai series start ki
Yeh gaana bahut achha hai,Music,Friend / Excited,scene,END,Yes,[ASSERT_POSITIVE],filler,Yeh gaana bahut achha hai scene
Nayi web series start ki,Entertainment,Casual / Calm,scene,"START, END",No,[ASSERT_NEUTRAL],filler,"Scene, Nayi web series start ki scene"
Dava kha li maine,Health,Friend / Normal,chal,"START, END",No,[REQUEST_NEUTRAL],discourse_marker,"Chal, Dava kha li maine chal"
Meeting kal tak postpone ho gayi,Work,Casual / Calm,theek hai,START,Yes,[REQUEST_NEUTRAL],filler,"Theek hai, Meeting kal tak postpone ho gayi"
Party bahut mazedaar thi,Party,Colleague / Excited,bro,END,Yes,[ASSERT_HAPPY],filler,Party bahut mazedaar thi bro
Mujhe nind aa rahi hai,Personal,Casual / Calm,bhai,START,Yes,[REQUEST_NEUTRAL],filler,"Bhai, Mujhe nind aa rahi hai"
Market mein bahut bheed thi,Shopping,Friend / Anxious,bekaar,START,Yes,[ASSERT_NEGATIVE],negative_eval,"Bekaar, Market mein bahut bheed thi"
Thand badh gayi hai,Weather,Casual / Calm,abe,"START, END",No,[ASSERT_NEUTRAL],filler,"Abe, Thand badh gayi hai abe"
Pizza bahut tasty tha,Food,Casual / Joyful,bro,"START, END",No,[ASSERT_POSITIVE],filler,"Bro, Pizza bahut tasty tha bro"
Traffic jam bahut lamba tha,Commute,Peer / Serious,sun,MIDDLE,Yes,[ASSERT_SADNESS],discourse_marker,Traffic jam sun bahut lamba tha
Office mein bahut kaam hai,Work,Peer / Angry,theek hai,END,Yes,[ASSERT_FRUSTRATION],filler,Office mein bahut kaam hai theek hai
Thand badh gayi hai,Weather,Casual / Calm,bhai,MIDDLE,Yes,[ASSERT_CONFUSION],filler,Thand badh bhai gayi hai
Thand badh gayi hai,Weather,Friend / Normal,theek hai,END,Yes,[ASSERT_NEUTRAL],filler,Thand badh gayi hai theek hai
Flight time par land ho gayi,Travel,Colleague / Excited,solid,END,Yes,[ASSERT_EXCITED],positive_eval,Flight time par land ho gayi solid
Train late chal rahi hai,Travel,Friend / Anxious,raddi,END,Yes,[ASSERT_FRUSTRATION],negative_eval,Train late chal rahi hai raddi
Main tumhari help kar dunga,Helping,Colleague / Excited,scene set,MIDDLE,Yes,[ASSERT_HAPPY],idiom,Main tumhari scene set help kar dunga
Mujhe akele rehna pasand hai,Personal,Friend / Normal,bro,START,Yes,[ASSERT_CONFUSION],filler,"Bro, Mujhe akele rehna pasand hai"
Bhookh lag rahi hai,Food,Casual / Calm,yaar,START,Yes,[REQUEST_NEUTRAL],filler,"Yaar, Bhookh lag rahi hai"
Train late chal rahi hai,Travel,Casual / Frustrated,bekaar,MIDDLE,Yes,[ASSERT_ANXIETY],negative_eval,Train late bekaar chal rahi hai
Main tumhari help kar dunga,Helping,Casual / Joyful,abe,END,Yes,[ASSERT_EXCITED],filler,Main tumhari help kar dunga abe
Traffic jam bahut lamba tha,Commute,Friend / Anxious,bro,MIDDLE,Yes,[ASSERT_FRUSTRATION],filler,Traffic jam bro bahut lamba tha
Pizza bahut tasty tha,Food,Friend / Excited,mast,END,Yes,[ASSERT_POSITIVE],positive_eval,Pizza bahut tasty tha mast
Meeting kal tak postpone ho gayi,Work,Colleague / Neutral,scene,END,Yes,[ASSERT_CONFUSION],filler,Meeting kal tak postpone ho gayi scene
Meeting kal tak postpone ho gayi,Work,Peer / Casual,bhai,MIDDLE,Yes,[ASSERT_NEUTRAL],filler,Meeting kal tak bhai postpone ho gayi
Train late chal rahi hai,Travel,Casual / Frustrated,yaar,START,Yes,[ASSERT_STRESS],filler,"Yaar, Train late chal rahi hai"
Subah jaldi uthna pada,Daily life,Friend / Anxious,guru,"START, END",No,[ASSERT_NEGATIVE],filler,"Guru, Subah jaldi uthna pada guru"
Project deadline pass aa rahi hai,Work,Casual / Frustrated,boss,END,Yes,[ASSERT_ANXIETY],filler,Project deadline pass aa rahi hai boss
Mujhe nind aa rahi hai,Personal,Casual / Calm,chal,"START, END",No,[INFO_STATEMENT],discourse_marker,"Chal, Mujhe nind aa rahi hai chal"
Result bahut badiya aaya,Academics,Peer / Happy,kadak,END,Yes,[ASSERT_EXCITED],positive_eval,Result bahut badiya aaya kadak
Laptop ki battery khatam ho gayi,Tech,Peer / Tired,scene,START,Yes,[ASSERT_NEGATIVE],filler,"Scene, Laptop ki battery khatam ho gayi"
Market mein bahut bheed thi,Shopping,Casual / Frustrated,yaar,"START, END",No,[ASSERT_NEGATIVE],filler,"Yaar, Market mein bahut bheed thi yaar"
Party bahut mazedaar thi,Party,Peer / Happy,faadu,START,Yes,[ASSERT_HAPPY],positive_eval,"Faadu, Party bahut mazedaar thi"
Mujhe samajh nahi aa raha,Confusion,Peer / Serious,theek hai,START,Yes,[ASSERT_FRUSTRATION],filler,"Theek hai, Mujhe samajh nahi aa raha"
Coffee bahut strong hai,Food,Colleague / Excited,scene,END,Yes,[ASSERT_HAPPY],filler,Coffee bahut strong hai scene
Match ka result achha tha,Sports,Peer / Happy,ek number,MIDDLE,Yes,[ASSERT_POSITIVE],positive_eval,Match ka ek number result achha tha
Main tumhari help kar dunga,Helping,Colleague / Excited,ek number,START,Yes,[ASSERT_HAPPY],positive_eval,"Ek number, Main tumhari help kar dunga"
Gym jana shuru kiya hai,Fitness,Colleague / Excited,sun,END,Yes,[ASSERT_EXCITED],discourse_marker,Gym jana shuru kiya hai sun
Project deadline pass aa rahi hai,Work,Peer / Serious,bhasad,"START, END",No,[ASSERT_NEGATIVE],idiom,"Bhasad, Project deadline pass aa rahi hai bhasad"
Kal meri chhutti hai,Work,Casual / Joyful,sun,START,Yes,[ASSERT_HAPPY],discourse_marker,"Sun, Kal meri chhutti hai"
Meeting kal tak postpone ho gayi,Work,Colleague / Neutral,scene,START,Yes,[INFO_STATEMENT],filler,"Scene, Meeting kal tak postpone ho gayi"
Mujhe akele rehna pasand hai,Personal,Casual / Calm,yaar,"START, END",No,[INFO_STATEMENT],filler,"Yaar, Mujhe akele rehna pasand hai yaar"
Train late chal rahi hai,Travel,Casual / Frustrated,bhai,"START, END",No,[ASSERT_STRESS],filler,"Bhai, Train late chal rahi hai bhai"
Laptop ki battery khatam ho gayi,Tech,Peer / Tired,load,"START, END",No,[ASSERT_NEGATIVE],idiom,"Load, Laptop ki battery khatam ho gayi load"
Naya update install kar liya,Tech,Casual / Calm,bro,START,Yes,[REQUEST_NEUTRAL],filler,"Bro, Naya update install kar liya"
Class cancel ho gayi,Academics,Casual / Joyful,bro,MIDDLE,Yes,[ASSERT_EXCITED],filler,Class cancel bro ho gayi
Naya update install kar liya,Tech,Peer / Casual,bro,START,Yes,[REQUEST_NEUTRAL],filler,"Bro, Naya update install kar liya"
Mujhe samajh nahi aa raha,Confusion,Colleague / Annoyed,kabaada,START,Yes,[ASSERT_FRUSTRATION],negative_eval,"Kabaada, Mujhe samajh nahi aa raha"
Assignment bahut lamba hai,Academics,Peer / Serious,theek hai,START,Yes,[ASSERT_ANXIETY],filler,"Theek hai, Assignment bahut lamba hai"
Kal meri chhutti hai,Work,Colleague / Excited,yaar,START,Yes,[ASSERT_POSITIVE],filler,"Yaar, Kal meri chhutti hai"
Mausam aaj bahut achha hai,Weather,Friend / Excited,scene set,"START, END",No,[ASSERT_EXCITED],idiom,"Scene set, Mausam aaj bahut achha hai scene set"
Main tumhari help kar dunga,Helping,Casual / Joyful,scene,END,Yes,[ASSERT_POSITIVE],filler,Main tumhari help kar dunga scene
Raat ko der ho gayi,Daily life,Friend / Normal,sun,START,Yes,[ASSERT_CONFUSION],discourse_marker,"Sun, Raat ko der ho gayi"
Meeting kal tak postpone ho gayi,Work,Friend / Normal,boss,END,Yes,[ASSERT_NEUTRAL],filler,Meeting kal tak postpone ho gayi boss
Dava kha li maine,Health,Peer / Casual,abe,"START, END",No,[ASSERT_CONFUSION],filler,"Abe, Dava kha li maine abe"
Internet ki speed slow hai,Tech Issue,Peer / Tired,raddi,END,Yes,[ASSERT_SADNESS],negative_eval,Internet ki speed slow hai raddi
Mujhe naya phone lena hai,Shopping,Friend / Normal,boss,"START, END",No,[INFO_STATEMENT],filler,"Boss, Mujhe naya phone lena hai boss"
Body mein pain ho raha hai,Health,Colleague / Annoyed,dimag kharab,MIDDLE,Yes,[ASSERT_STRESS],negative_eval,Body mein pain dimag kharab ho raha hai
Mujhe samajh nahi aa raha,Confusion,Friend / Anxious,guru,START,Yes,[ASSERT_SADNESS],filler,"Guru, Mujhe samajh nahi aa raha"
Train late chal rahi hai,Travel,Peer / Serious,yaar,"START, END",No,[ASSERT_NEGATIVE],filler,"Yaar, Train late chal rahi hai yaar"
Thand badh gayi hai,Weather,Casual / Calm,bro,START,Yes,[REQUEST_NEUTRAL],filler,"Bro, Thand badh gayi hai"
Class cancel ho gayi,Academics,Casual / Joyful,jhakaas,START,Yes,[ASSERT_POSITIVE],positive_eval,"Jhakaas, Class cancel ho gayi"
System crash ho gaya,Tech Issue,Friend / Anxious,guru,START,Yes,[ASSERT_NEGATIVE],filler,"Guru, System crash ho gaya"
Project deadline pass aa rahi hai,Work,Peer / Serious,raddi,MIDDLE,Yes,[ASSERT_FRUSTRATION],negative_eval,Project deadline pass raddi aa rahi hai
Office mein bahut kaam hai,Work,Peer / Tired,abe,MIDDLE,Yes,[ASSERT_STRESS],filler,Office mein abe bahut kaam hai
Main tumhari help kar dunga,Helping,Colleague / Excited,scene,"START, END",No,[ASSERT_POSITIVE],filler,"Scene, Main tumhari help kar dunga scene"
Paise khatam ho gaye,Finance,Colleague / Annoyed,theek hai,END,Yes,[ASSERT_FRUSTRATION],filler,Paise khatam ho gaye theek hai
Match ka result achha tha,Sports,Peer / Casual,bhai,"START, END",No,[ASSERT_HAPPY],filler,"Bhai, Match ka result achha tha bhai"
Gana bahut loudly baj raha hai,Music,Friend / Anxious,scene,END,Yes,[ASSERT_FRUSTRATION],filler,Gana bahut loudly baj raha hai scene
Mujhe samajh nahi aa raha,Confusion,Friend / Anxious,kharaab,END,Yes,[ASSERT_FRUSTRATION],negative_eval,Mujhe samajh nahi aa raha kharaab
Mujhe naya phone lena hai,Shopping,Friend / Normal,boss,END,Yes,[REQUEST_NEUTRAL],filler,Mujhe naya phone lena hai boss
Raat ko der ho gayi,Daily life,Peer / Casual,guru,START,Yes,[REQUEST_NEUTRAL],filler,"Guru, Raat ko der ho gayi"
Pizza bahut tasty tha,Food,Colleague / Excited,guru,MIDDLE,Yes,[ASSERT_POSITIVE],filler,Pizza bahut guru tasty tha
Result bahut badiya aaya,Academics,Colleague / Excited,faadu,START,Yes,[ASSERT_EXCITED],positive_eval,"Faadu, Result bahut badiya aaya"
Traffic jam bahut lamba tha,Commute,Peer / Angry,theek hai,MIDDLE,Yes,[ASSERT_ANXIETY],filler,Traffic jam theek hai bahut lamba tha
Gym jana shuru kiya hai,Fitness,Peer / Casual,bro,END,Yes,[ASSERT_HAPPY],filler,Gym jana shuru kiya hai bro
Naya update install kar liya,Tech,Casual / Calm,guru,END,Yes,[ASSERT_NEUTRAL],filler,Naya update install kar liya guru
Internet ki speed slow hai,Tech Issue,Peer / Angry,kharaab,MIDDLE,Yes,[ASSERT_FRUSTRATION],negative_eval,Internet ki kharaab speed slow hai
Paise khatam ho gaye,Finance,Peer / Angry,yaar,MIDDLE,Yes,[ASSERT_STRESS],filler,Paise khatam yaar ho gaye
Traffic jam bahut lamba tha,Commute,Casual / Frustrated,load,MIDDLE,Yes,[ASSERT_STRESS],idiom,Traffic jam load bahut lamba tha
Meeting kal tak postpone ho gayi,Work,Peer / Casual,boss,MIDDLE,Yes,[ASSERT_CONFUSION],filler,Meeting kal tak boss postpone ho gayi
Coffee bahut strong hai,Food,Peer / Happy,yaar,MIDDLE,Yes,[ASSERT_EXCITED],filler,Coffee bahut yaar strong hai
Mujhe akele rehna pasand hai,Personal,Peer / Casual,bro,MIDDLE,Yes,[INFO_STATEMENT],filler,Mujhe akele bro rehna pasand hai
Project deadline pass aa rahi hai,Work,Friend / Anxious,boss,"START, END",No,[ASSERT_SADNESS],filler,"Boss, Project deadline pass aa rahi hai boss"
Match ka result achha tha,Sports,Peer / Casual,bhai,"START, END",No,[ASSERT_EXCITED],filler,"Bhai, Match ka result achha tha bhai"
Thand badh gayi hai,Weather,Casual / Calm,sun,START,Yes,[REQUEST_NEUTRAL],discourse_marker,"Sun, Thand badh gayi hai"
Match ka result achha tha,Sports,Peer / Casual,solid,MIDDLE,Yes,[ASSERT_EXCITED],positive_eval,Match ka solid result achha tha
Train late chal rahi hai,Travel,Peer / Serious,bekaar,START,Yes,[ASSERT_NEGATIVE],negative_eval,"Bekaar, Train late chal rahi hai"
Traffic jam bahut lamba tha,Commute,Peer / Tired,boss,END,Yes,[ASSERT_FRUSTRATION],filler,Traffic jam bahut lamba tha boss
Thand badh gayi hai,Weather,Peer / Casual,guru,MIDDLE,Yes,[ASSERT_CONFUSION],filler,Thand badh guru gayi hai
Aaj presentation achhi gayi,Work,Casual / Joyful,sun,MIDDLE,Yes,[ASSERT_POSITIVE],discourse_marker,Aaj presentation sun achhi gayi
Baarish shuru ho gayi,Weather,Friend / Normal,abe,END,Yes,[INFO_STATEMENT],filler,Baarish shuru ho gayi abe
Mujhe akele rehna pasand hai,Personal,Friend / Normal,guru,START,Yes,[INFO_STATEMENT],filler,"Guru, Mujhe akele rehna pasand hai"
Match ka result achha tha,Sports,Casual / Joyful,superb,"START, END",No,[ASSERT_HAPPY],positive_eval,"Superb, Match ka result achha tha superb"
Coffee bahut strong hai,Food,Casual / Joyful,chal,"START, END",No,[ASSERT_HAPPY],discourse_marker,"Chal, Coffee bahut strong hai chal"
Aaj ka din bahut lamba tha,Daily life,Peer / Tired,chal,END,Yes,[ASSERT_NEGATIVE],discourse_marker,Aaj ka din bahut lamba tha chal
Match ka result achha tha,Sports,Casual / Joyful,theek hai,MIDDLE,Yes,[ASSERT_EXCITED],filler,Match ka theek hai result achha tha
Result bahut badiya aaya,Academics,Peer / Casual,bhai,"START, END",No,[ASSERT_HAPPY],filler,"Bhai, Result bahut badiya aaya bhai"
Kripya shanti banaye rakhein,Conduct,Friend / Normal,theek hai,END,Yes,[ASSERT_CONFUSION],filler,Kripya shanti banaye rakhein theek hai
Traffic jam bahut lamba tha,Commute,Peer / Serious,bhai,"START, END",No,[ASSERT_SADNESS],filler,"Bhai, Traffic jam bahut lamba tha bhai"
Naya update install kar liya,Tech,Friend / Normal,sun,END,Yes,[ASSERT_NEUTRAL],discourse_marker,Naya update install kar liya sun
Paise khatam ho gaye,Finance,Peer / Serious,kabaada,"START, END",No,[ASSERT_STRESS],negative_eval,"Kabaada, Paise khatam ho gaye kabaada"
System crash ho gaya,Tech Issue,Peer / Tired,bro,END,Yes,[ASSERT_STRESS],filler,System crash ho gaya bro
Mujhe naya phone lena hai,Shopping,Colleague / Neutral,yaar,END,Yes,[INFO_STATEMENT],filler,Mujhe naya phone lena hai yaar
Assignment bahut lamba hai,Academics,Peer / Angry,theek hai,START,Yes,[ASSERT_ANXIETY],filler,"Theek hai, Assignment bahut lamba hai"
Main tumhari help kar dunga,Helping,Friend / Excited,mast,END,Yes,[ASSERT_EXCITED],positive_eval,Main tumhari help kar dunga mast
Mausam aaj bahut achha hai,Weather,Casual / Joyful,boss,"START, END",No,[ASSERT_HAPPY],filler,"Boss, Mausam aaj bahut achha hai boss"
Pizza bahut tasty tha,Food,Peer / Happy,lallantop,"START, END",No,[ASSERT_HAPPY],positive_eval,"Lallantop, Pizza bahut tasty tha lallantop"
Weekend ka plan kya hai,Outing,Peer / Casual,abe,END,Yes,[REQUEST_NEUTRAL],filler,Weekend ka plan kya hai abe
Class cancel ho gayi,Academics,Peer / Casual,superb,"START, END",No,[ASSERT_POSITIVE],positive_eval,"Superb, Class cancel ho gayi superb"
Mujhe naya phone lena hai,Shopping,Peer / Casual,bhai,START,Yes,[ASSERT_NEUTRAL],filler,"Bhai, Mujhe naya phone lena hai"
