neutral,output,control,function,positions,multi_allowed,social_context,context,slangs
Bhookh lag rahi hai,"Bro, Bhookh lag rahi hai",ASSERT_NEUTRAL,filler,START,True,Friend / Normal,Food,bro
Kripya shanti banaye rakhein,Kripya shanti banaye rakhein abe,ASSERT_NEUTRAL,filler,END,True,Friend / Normal,Conduct,abe
Naya update install kar liya,"Scene, Naya update install kar liya",REQUEST_NEUTRAL,filler,START,True,Peer / Casual,Tech,scene
Assignment bahut lamba hai,"Bakwaas, Assignment bahut lamba hai",ASSERT_FRUSTRATION,negative_eval,START,True,Peer / Serious,Academics,bakwaas
Garmi bahut zyada hai aaj,Garmi bahut jhand zyada hai aaj,ASSERT_SADNESS,negative_eval,MIDDLE,True,Peer / Tired,Weather,jhand
Manager gusse mein tha,Manager gusse watt lag gayi mein tha,ASSERT_NEGATIVE,idiom,MIDDLE,True,Peer / Tired,Work,watt lag gayi
Meeting kal tak postpone ho gayi,Meeting kal tak bhai postpone ho gayi,INFO_STATEMENT,filler,MIDDLE,True,Friend / Normal,Work,bhai
Baarish shuru ho gayi,Baarish shuru ho gayi sun,REQUEST_NEUTRAL,discourse_marker,END,True,Friend / Normal,Weather,sun
Office mein bahut kaam hai,Office mein bahut kaam hai bakwaas,ASSERT_NEGATIVE,negative_eval,END,True,Casual / Frustrated,Work,bakwaas
Mausam aaj bahut achha hai,"Faadu, Mausam aaj bahut achha hai",ASSERT_POSITIVE,positive_eval,START,True,Peer / Happy,Weather,faadu
Flight time par land ho gayi,"Jhakaas, Flight time par land ho gayi",ASSERT_HAPPY,positive_eval,START,True,Friend / Excited,Travel,jhakaas
Internet ki speed slow hai,"Scene, Internet ki speed slow hai",ASSERT_ANXIETY,filler,START,True,Peer / Angry,Tech Issue,scene
Exams paas aa rahe hain,Exams paas aa rahe hain boss,ASSERT_ANXIETY,filler,END,True,Friend / Anxious,Academics,boss
Project deadline pass aa rahi hai,"Watt lag gayi, Project deadline pass aa rahi hai watt lag gayi",ASSERT_STRESS,idiom,START|END,False,Friend / Anxious,Work,watt lag gayi
Chai thandi ho gayi hai,"Bakwaas, Chai thandi ho gayi hai bakwaas",ASSERT_SADNESS,negative_eval,START|END,False,Casual / Frustrated,Food,bakwaas
Kal meri chhutti hai,Kal meri chhutti hai bhadiya,ASSERT_POSITIVE,positive_eval,END,True,Colleague / Excited,Work,bhadiya
Bhookh lag rahi hai,"Bro, Bhookh lag rahi hai",ASSERT_CONFUSION,filler,START,True,Friend / Normal,Food,bro
Kripya shanti banaye rakhein,Kripya shanti chal banaye rakhein,ASSERT_CONFUSION,discourse_marker,MIDDLE,True,Colleague / Neutral,Conduct,chal
Mujhe yeh movie pasand aayi,"Jhakaas, Mujhe yeh movie pasand aayi",ASSERT_HAPPY,positive_eval,START,True,Colleague / Excited,Entertainment,jhakaas
Garmi bahut zyada hai aaj,Garmi bahut raddi zyada hai aaj,ASSERT_STRESS,negative_eval,MIDDLE,True,Colleague / Annoyed,Weather,raddi
Project deadline pass aa rahi hai,Project deadline pass sun aa rahi hai,ASSERT_NEGATIVE,discourse_marker,MIDDLE,True,Casual / Frustrated,Work,sun
Manager gusse mein tha,Manager gusse mein tha bhasad,ASSERT_NEGATIVE,idiom,END,True,Casual / Frustrated,Work,bhasad
Mausam aaj bahut achha hai,Mausam aaj scene set bahut achha hai,ASSERT_HAPPY,idiom,MIDDLE,True,Peer / Casual,Weather,scene set
Paise khatam ho gaye,"Jhand, Paise khatam ho gaye jhand",ASSERT_STRESS,negative_eval,START|END,False,Friend / Anxious,Finance,jhand
Paise khatam ho gaye,"Bekaar, Paise khatam ho gaye bekaar",ASSERT_STRESS,negative_eval,START|END,False,Casual / Frustrated,Finance,bekaar
Coffee bahut strong hai,Coffee bahut strong hai theek hai,ASSERT_HAPPY,filler,END,True,Casual / Joyful,Food,theek hai
Main tumhari help kar dunga,Main tumhari abe help kar dunga,ASSERT_POSITIVE,filler,MIDDLE,True,Colleague / Excited,Helping,abe
Market mein bahut bheed thi,"Scene, Market mein bahut bheed thi scene",ASSERT_SADNESS,filler,START|END,False,Peer / Serious,Shopping,scene
Result bahut badiya aaya,Result bahut kaint badiya aaya,ASSERT_HAPPY,positive_eval,MIDDLE,True,Peer / Happy,Academics,kaint
Naya update install kar liya,"Bhai, Naya update install kar liya",ASSERT_NEUTRAL,filler,START,True,Casual / Calm,Tech,bhai
Body mein pain ho raha hai,Body mein pain ho raha hai scene,ASSERT_STRESS,filler,END,True,Peer / Serious,Health,scene
Meeting kal tak postpone ho gayi,"Chal, Meeting kal tak postpone ho gayi chal",ASSERT_CONFUSION,discourse_marker,START|END,False,Colleague / Neutral,Work,chal
Mujhe akele rehna pasand hai,"Sun, Mujhe akele rehna pasand hai sun",INFO_STATEMENT,discourse_marker,START|END,False,Peer / Casual,Personal,sun
Weekend ka plan kya hai,"Sun, Weekend ka plan kya hai sun",INFO_STATEMENT,discourse_marker,START|END,False,Colleague / Neutral,Outing,sun
Baarish shuru ho gayi,Baarish shuru theek hai ho gayi,INFO_STATEMENT,filler,MIDDLE,True,Peer / Casual,Weather,theek hai
Dost ke sath ghoomne jana hai,"Abe, Dost ke sath ghoomne jana hai abe",ASSERT_POSITIVE,filler,START|END,False,Peer / Happy,Outing,abe
System crash ho gaya,"Jhand, System crash ho gaya jhand",ASSERT_SADNESS,negative_eval,START|END,False,Peer / Angry,Tech Issue,jhand
Yeh gaana bahut achha hai,Yeh gaana solid bahut achha hai,ASSERT_EXCITED,positive_eval,MIDDLE,True,Friend / Excited,Music,solid
Assignment bahut lamba hai,"Bhasad, Assignment bahut lamba hai bhasad",ASSERT_NEGATIVE,idiom,START|END,False,Peer / Tired,Academics,bhasad
Mujhe nind aa rahi hai,Mujhe nind aa rahi hai boss,INFO_STATEMENT,filler,END,True,Casual / Calm,Personal,boss
Thand badh gayi hai,"Guru, Thand badh gayi hai",REQUEST_NEUTRAL,filler,START,True,Casual / Calm,Weather,guru
Raat ko der ho gayi,"Boss, Raat ko der ho gayi",ASSERT_NEUTRAL,filler,START,True,Peer / Casual,Daily life,boss
Dost ke sath ghoomne jana hai,"Abe, Dost ke sath ghoomne jana hai abe",ASSERT_HAPPY,filler,START|END,False,Peer / Happy,Outing,abe
Manager gusse mein tha,Manager gusse mein tha boss,ASSERT_SADNESS,filler,END,True,Peer / Serious,Work,boss
Mausam aaj bahut achha hai,Mausam aaj bahut achha hai chal,ASSERT_EXCITED,discourse_marker,END,True,Peer / Casual,Weather,chal
Naya update install kar liya,Naya update install kar liya bro,ASSERT_CONFUSION,filler,END,True,Peer / Casual,Tech,bro
Train late chal rahi hai,Train late chal chal rahi hai,ASSERT_SADNESS,discourse_marker,MIDDLE,True,Peer / Serious,Travel,chal
Result bahut badiya aaya,Result bahut boss badiya aaya,ASSERT_POSITIVE,filler,MIDDLE,True,Casual / Joyful,Academics,boss
Kuch samajh nahi aa raha,"Guru, Kuch samajh nahi aa raha",ASSERT_STRESS,filler,START,True,Peer / Serious,Confusion,guru
Yeh gaana bahut achha hai,"Bhai, Yeh gaana bahut achha hai",ASSERT_EXCITED,filler,START,True,Colleague / Excited,Music,bhai
Pizza bahut tasty tha,"Bro, Pizza bahut tasty tha",ASSERT_POSITIVE,filler,START,True,Peer / Happy,Food,bro
Thand badh gayi hai,Thand badh guru gayi hai,INFO_STATEMENT,filler,MIDDLE,True,Peer / Casual,Weather,guru
Assignment bahut lamba hai,"Jhand, Assignment bahut lamba hai jhand",ASSERT_STRESS,negative_eval,START|END,False,Casual / Frustrated,Academics,jhand
Internet ki speed slow hai,Internet ki boss speed slow hai,ASSERT_STRESS,filler,MIDDLE,True,Casual / Frustrated,Tech Issue,boss
Kuch samajh nahi aa raha,"Abe, Kuch samajh nahi aa raha",ASSERT_ANXIETY,filler,START,True,Peer / Serious,Confusion,abe
Bhookh lag rahi hai,Bhookh lag rahi hai yaar,ASSERT_NEUTRAL,filler,END,True,Colleague / Neutral,Food,yaar
Subah jaldi uthna pada,Subah jaldi abe uthna pada,ASSERT_SADNESS,filler,MIDDLE,True,Peer / Serious,Daily life,abe
Pizza bahut tasty tha,"Bhadiya, Pizza bahut tasty tha bhadiya",ASSERT_HAPPY,positive_eval,START|END,False,Friend / Excited,Food,bhadiya
Mujhe samajh nahi aa raha,"Panga, Mujhe samajh nahi aa raha panga",ASSERT_SADNESS,idiom,START|END,False,Peer / Serious,Confusion,panga
Mausam aaj bahut achha hai,"Sun, Mausam aaj bahut achha hai",ASSERT_EXCITED,discourse_marker,START,True,Casual / Joyful,Weather,sun
Gana bahut loudly baj raha hai,"Abe, Gana bahut loudly baj raha hai",ASSERT_SADNESS,filler,START,True,Peer / Serious,Music,abe
Nayi web series start ki,"Scene, Nayi web series start ki",ASSERT_CONFUSION,filler,START,True,Colleague / Neutral,Entertainment,scene
Yeh gaana bahut achha hai,"Scene set, Yeh gaana bahut achha hai",ASSERT_POSITIVE,idiom,START,True,Peer / Casual,Music,scene set
Kuch samajh nahi aa raha,Kuch samajh nahi aa raha yaar,ASSERT_STRESS,filler,END,True,Peer / Serious,Confusion,yaar
Match ka result achha tha,"Theek hai, Match ka result achha tha",ASSERT_EXCITED,filler,START,True,Peer / Casual,Sports,theek hai
Weekend ka plan kya hai,Weekend ka abe plan kya hai,INFO_STATEMENT,filler,MIDDLE,True,Colleague / Neutral,Outing,abe
Paise khatam ho gaye,Paise khatam scene ho gaye,ASSERT_NEGATIVE,filler,MIDDLE,True,Friend / Anxious,Finance,scene
Class cancel ho gayi,"Scene, Class cancel ho gayi scene",ASSERT_EXCITED,filler,START|END,False,Casual / Joyful,Academics,scene
Kripya shanti banaye rakhein,Kripya shanti theek hai banaye rakhein,INFO_STATEMENT,filler,MIDDLE,True,Casual / Calm,Conduct,theek hai
Nayi web series start ki,"Bhai, Nayi web series start ki bhai",REQUEST_NEUTRAL,filler,START|END,False,Colleague / Neutral,Entertainment,bhai
Pizza bahut tasty tha,Pizza bahut tasty tha sun,ASSERT_HAPPY,discourse_marker,END,True,Peer / Happy,Food,sun
Kripya shanti banaye rakhein,"Scene, Kripya shanti banaye rakhein",ASSERT_NEUTRAL,filler,START,True,Peer / Casual,Conduct,scene
Result bahut badiya aaya,Result bahut bhai badiya aaya,ASSERT_POSITIVE,filler,MIDDLE,True,Peer / Casual,Academics,bhai
Bhookh lag rahi hai,"Bhai, Bhookh lag rahi hai",INFO_STATEMENT,filler,START,True,Peer / Casual,Food,bhai
Baarish shuru ho gayi,"Chal, Baarish shuru ho gayi chal",REQUEST_NEUTRAL,discourse_marker,START|END,False,Colleague / Neutral,Weather,chal
Body mein pain ho raha hai,Body mein pain ho raha hai guru,ASSERT_ANXIETY,filler,END,True,Colleague / Annoyed,Health,guru
Dost ke sath ghoomne jana hai,Dost ke sath ek number ghoomne jana hai,ASSERT_POSITIVE,positive_eval,MIDDLE,True,Peer / Happy,Outing,ek number
Manager gusse mein tha,Manager gusse siyappa mein tha,ASSERT_ANXIETY,idiom,MIDDLE,True,Casual / Frustrated,Work,siyappa
Exams paas aa rahe hain,"Abe, Exams paas aa rahe hain",ASSERT_FRUSTRATION,filler,START,True,Peer / Angry,Academics,abe
Baarish shuru ho gayi,"Abe, Baarish shuru ho gayi",ASSERT_NEUTRAL,filler,START,True,Colleague / Neutral,Weather,abe
Subah jaldi uthna pada,Subah jaldi uthna pada boss,ASSERT_FRUSTRATION,filler,END,True,Peer / Serious,Daily life,boss
Laptop ki battery khatam ho gayi,"Load, Laptop ki battery khatam ho gayi load",ASSERT_STRESS,idiom,START|END,False,Casual / Frustrated,Tech,load
Result bahut badiya aaya,"Boss, Result bahut badiya aaya",ASSERT_POSITIVE,filler,START,True,Peer / Happy,Academics,boss
Result bahut badiya aaya,"Bhai, Result bahut badiya aaya",ASSERT_POSITIVE,filler,START,True,Casual / Joyful,Academics,bhai
Chai thandi ho gayi hai,"Kabaada, Chai thandi ho gayi hai kabaada",ASSERT_NEGATIVE,negative_eval,START|END,False,Peer / Angry,Food,kabaada
Flight time par land ho gayi,Flight time par abe land ho gayi,ASSERT_POSITIVE,filler,MIDDLE,True,Peer / Casual,Travel,abe
Subah jaldi uthna pada,Subah jaldi uthna pada load,ASSERT_NEGATIVE,idiom,END,True,Friend / Anxious,Daily life,load
Kuch samajh nahi aa raha,"Bekaar, Kuch samajh nahi aa raha",ASSERT_FRUSTRATION,negative_eval,START,True,Friend / Anxious,Confusion,bekaar
Gana bahut loudly baj raha hai,"Boss, Gana bahut loudly baj raha hai boss",ASSERT_ANXIETY,filler,START|END,False,Peer / Serious,Music,boss
Assignment bahut lamba hai,"Scene, Assignment bahut lamba hai",ASSERT_FRUSTRATION,filler,START,True,Friend / Anxious,Academics,scene
Assignment bahut lamba hai,Assignment bahut scene lamba hai,ASSERT_ANXIETY,filler,MIDDLE,True,Peer / Tired,Academics,scene
Thand badh gayi hai,Thand badh yaar gayi hai,ASSERT_NEUTRAL,filler,MIDDLE,True,Casual / Calm,Weather,yaar
Aaj ka din bahut lamba tha,"Watt lag gayi, Aaj ka din bahut lamba tha watt lag gayi",ASSERT_FRUSTRATION,idiom,START|END,False,Casual / Frustrated,Daily life,watt lag gayi
Garmi bahut zyada hai aaj,"Raddi, Garmi bahut zyada hai aaj raddi",ASSERT_STRESS,negative_eval,START|END,False,Peer / Serious,Weather,raddi
Raat ko der ho gayi,Raat ko yaar der ho gayi,ASSERT_CONFUSION,filler,MIDDLE,True,Colleague / Neutral,Daily life,yaar
Party bahut mazedaar thi,"Bhadiya, Party bahut mazedaar thi",ASSERT_HAPPY,positive_eval,START,True,Colleague / Excited,Party,bhadiya
Train late chal rahi hai,Train late theek hai chal rahi hai,ASSERT_SADNESS,filler,MIDDLE,True,Peer / Serious,Travel,theek hai
Garmi bahut zyada hai aaj,"Bekaar, Garmi bahut zyada hai aaj bekaar",ASSERT_ANXIETY,negative_eval,START|END,False,Peer / Tired,Weather,bekaar
Gana bahut loudly baj raha hai,"Guru, Gana bahut loudly baj raha hai",ASSERT_STRESS,filler,START,True,Casual / Frustrated,Music,guru
Kripya shanti banaye rakhein,Kripya shanti sun banaye rakhein,REQUEST_NEUTRAL,discourse_marker,MIDDLE,True,Peer / Casual,Conduct,sun
Main tumhari help kar dunga,"Scene, Main tumhari help kar dunga",ASSERT_POSITIVE,filler,START,True,Friend / Excited,Helping,scene
Baarish shuru ho gayi,"Theek hai, Baarish shuru ho gayi theek hai",INFO_STATEMENT,filler,START|END,False,Friend / Normal,Weather,theek hai
Coffee bahut strong hai,Coffee bahut theek hai strong hai,ASSERT_POSITIVE,filler,MIDDLE,True,Peer / Happy,Food,theek hai
Manager gusse mein tha,Manager gusse kharaab mein tha,ASSERT_SADNESS,negative_eval,MIDDLE,True,Peer / Serious,Work,kharaab
Paise khatam ho gaye,Paise khatam ho gaye sun,ASSERT_NEGATIVE,discourse_marker,END,True,Peer / Angry,Finance,sun
Bhookh lag rahi hai,Bhookh lag rahi hai theek hai,ASSERT_CONFUSION,filler,END,True,Colleague / Neutral,Food,theek hai
Bonus mil gaya aaj,Bonus mil solid gaya aaj,ASSERT_POSITIVE,positive_eval,MIDDLE,True,Friend / Excited,Finance,solid
Garmi bahut zyada hai aaj,"Chal, Garmi bahut zyada hai aaj",ASSERT_FRUSTRATION,discourse_marker,START,True,Friend / Anxious,Weather,chal
Nayi web series start ki,"Abe, Nayi web series start ki",REQUEST_NEUTRAL,filler,START,True,Casual / Calm,Entertainment,abe
Yeh gaana bahut achha hai,Yeh gaana bahut achha hai boss,ASSERT_EXCITED,filler,END,True,Peer / Casual,Music,boss
Aaj presentation achhi gayi,Aaj presentation chal achhi gayi,ASSERT_HAPPY,discourse_marker,MIDDLE,True,Casual / Joyful,Work,chal
Laptop ki battery khatam ho gayi,Laptop ki battery khatam ho gayi theek hai,ASSERT_SADNESS,filler,END,True,Casual / Frustrated,Tech,theek hai
Bonus mil gaya aaj,"Chal, Bonus mil gaya aaj",ASSERT_EXCITED,discourse_marker,START,True,Colleague / Excited,Finance,chal
Garmi bahut zyada hai aaj,Garmi bahut bakwaas zyada hai aaj,ASSERT_SADNESS,negative_eval,MIDDLE,True,Colleague / Annoyed,Weather,bakwaas
Project deadline pass aa rahi hai,"Watt lag gayi, Project deadline pass aa rahi hai",ASSERT_FRUSTRATION,idiom,START,True,Casual / Frustrated,Work,watt lag gayi
Aaj presentation achhi gayi,"Bro, Aaj presentation achhi gayi",ASSERT_HAPPY,filler,START,True,Casual / Joyful,Work,bro
Internet ki speed slow hai,"Kharaab, Internet ki speed slow hai",ASSERT_NEGATIVE,negative_eval,START,True,Colleague / Annoyed,Tech Issue,kharaab
Dava kha li maine,"Chal, Dava kha li maine",INFO_STATEMENT,discourse_marker,START,True,Colleague / Neutral,Health,chal
Gana bahut loudly baj raha hai,"Abe, Gana bahut loudly baj raha hai abe",ASSERT_NEGATIVE,filler,START|END,False,Colleague / Annoyed,Music,abe
Dava kha li maine,Dava kha guru li maine,REQUEST_NEUTRAL,filler,MIDDLE,True,Colleague / Neutral,Health,guru
Assignment bahut lamba hai,"Sun, Assignment bahut lamba hai",ASSERT_NEGATIVE,discourse_marker,START,True,Casual / Frustrated,Academics,sun
Mujhe samajh nahi aa raha,Mujhe samajh yaar nahi aa raha,ASSERT_ANXIETY,filler,MIDDLE,True,Friend / Anxious,Confusion,yaar
Mujhe naya phone lena hai,"Theek hai, Mujhe naya phone lena hai theek hai",ASSERT_CONFUSION,filler,START|END,False,Peer / Casual,Shopping,theek hai
Match ka result achha tha,Match ka result achha tha kaint,ASSERT_EXCITED,positive_eval,END,True,Colleague / Excited,Sports,kaint
Project deadline pass aa rahi hai,"Bhasad, Project deadline pass aa rahi hai",ASSERT_STRESS,idiom,START,True,Friend / Anxious,Work,bhasad
Class cancel ho gayi,Class cancel kaint ho gayi,ASSERT_POSITIVE,positive_eval,MIDDLE,True,Peer / Happy,Academics,kaint
Aaj ka din bahut lamba tha,"Yaar, Aaj ka din bahut lamba tha",ASSERT_STRESS,filler,START,True,Casual / Frustrated,Daily life,yaar
Bonus mil gaya aaj,"Bro, Bonus mil gaya aaj bro",ASSERT_HAPPY,filler,START|END,False,Casual / Joyful,Finance,bro
Dava kha li maine,"Scene, Dava kha li maine",INFO_STATEMENT,filler,START,True,Colleague / Neutral,Health,scene
Office mein bahut kaam hai,"Guru, Office mein bahut kaam hai",ASSERT_ANXIETY,filler,START,True,Peer / Tired,Work,guru
Gym jana shuru kiya hai,Gym jana boss shuru kiya hai,ASSERT_POSITIVE,filler,MIDDLE,True,Friend / Excited,Fitness,boss
Chai thandi ho gayi hai,Chai thandi bhasad ho gayi hai,ASSERT_STRESS,idiom,MIDDLE,True,Peer / Angry,Food,bhasad
Class cancel ho gayi,Class cancel ho gayi guru,ASSERT_HAPPY,filler,END,True,Peer / Casual,Academics,guru
Kal meri chhutti hai,"Guru, Kal meri chhutti hai guru",ASSERT_HAPPY,filler,START|END,False,Peer / Happy,Work,guru
Dost ke sath ghoomne jana hai,"Chal, Dost ke sath ghoomne jana hai chal",ASSERT_HAPPY,discourse_marker,START|END,False,Peer / Casual,Outing,chal
Mausam aaj bahut achha hai,Mausam aaj kaint bahut achha hai,ASSERT_EXCITED,positive_eval,MIDDLE,True,Casual / Joyful,Weather,kaint
Weekend ka plan kya hai,"Theek hai, Weekend ka plan kya hai theek hai",REQUEST_NEUTRAL,filler,START|END,False,Casual / Calm,Outing,theek hai
Khana bahut swadisht hai,Khana bahut sun swadisht hai,ASSERT_POSITIVE,discourse_marker,MIDDLE,True,Friend / Excited,Food,sun
Kal meri chhutti hai,"Scene set, Kal meri chhutti hai scene set",ASSERT_HAPPY,idiom,START|END,False,Peer / Casual,Work,scene set
System crash ho gaya,System crash ho gaya theek hai,ASSERT_STRESS,filler,END,True,Casual / Frustrated,Tech Issue,theek hai
Party bahut mazedaar thi,Party bahut mazedaar thi boss,ASSERT_HAPPY,filler,END,True,Friend / Excited,Party,boss
Party bahut mazedaar thi,Party bahut boss mazedaar thi,ASSERT_EXCITED,filler,MIDDLE,True,Friend / Excited,Party,boss
Internet ki speed slow hai,Internet ki sun speed slow hai,ASSERT_ANXIETY,discourse_marker,MIDDLE,True,Friend / Anxious,Tech Issue,sun
Garmi bahut zyada hai aaj,Garmi bahut guru zyada hai aaj,ASSERT_STRESS,filler,MIDDLE,True,Friend / Anxious,Weather,guru
Subah jaldi uthna pada,Subah jaldi uthna pada panga,ASSERT_STRESS,idiom,END,True,Casual / Frustrated,Daily life,panga
Body mein pain ho raha hai,Body mein pain abe ho raha hai,ASSERT_STRESS,filler,MIDDLE,True,Peer / Serious,Health,abe
Project deadline pass aa rahi hai,"Jhand, Project deadline pass aa rahi hai",ASSERT_NEGATIVE,negative_eval,START,True,Peer / Tired,Work,jhand
Assignment bahut lamba hai,"Yaar, Assignment bahut lamba hai",ASSERT_ANXIETY,filler,START,True,Colleague / Annoyed,Academics,yaar
Mujhe yeh movie pasand aayi,Mujhe yeh movie pasand aayi jhakaas,ASSERT_HAPPY,positive_eval,END,True,Casual / Joyful,Entertainment,jhakaas
Aaj presentation achhi gayi,"Theek hai, Aaj presentation achhi gayi theek hai",ASSERT_HAPPY,filler,START|END,False,Peer / Casual,Work,theek hai
Office mein bahut kaam hai,"Jhand, Office mein bahut kaam hai",ASSERT_STRESS,negative_eval,START,True,Peer / Serious,Work,jhand
Assignment bahut lamba hai,"Bekaar, Assignment bahut lamba hai",ASSERT_NEGATIVE,negative_eval,START,True,Casual / Frustrated,Academics,bekaar
Laptop ki battery khatam ho gayi,"Bhai, Laptop ki battery khatam ho gayi bhai",ASSERT_STRESS,filler,START|END,False,Friend / Anxious,Tech,bhai
Match ka result achha tha,"Abe, Match ka result achha tha abe",ASSERT_EXCITED,filler,START|END,False,Peer / Happy,Sports,abe
Laptop ki battery khatam ho gayi,"Load, Laptop ki battery khatam ho gayi load",ASSERT_ANXIETY,idiom,START|END,False,Casual / Frustrated,Tech,load
